STREET_NAME_ENG,STREET_NAME_CHI,METER_NONMETER,CAPACITY,VEHICLE_TYPE_DESCRIPTION_1,VEHICLE_TYPE_DESCRIPTION_2,PARK_METER_PERIOD_DESC,OPERATIVE_HOUR_ENG,OPERATIVE_HOUR_CHI,IRNP_REMARKS_ENG,IRNP_REMARKS_CHI,X_COOR,Y_COOR,LAST_UPDATE_DATE,FEATUREID
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830947,841435,6/9/2019 13:00:00,467
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830944,841435,6/9/2019 13:00:00,468
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830942,841435,6/9/2019 13:00:00,469
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830939,841435,6/9/2019 13:00:00,470
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830937,841435,6/9/2019 13:00:00,471
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830934,841435,6/9/2019 13:00:00,472
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830932,841434,6/9/2019 13:00:00,473
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830946,841448,6/9/2019 13:00:00,474
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830946,841450,6/9/2019 13:00:00,475
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830946,841453,6/9/2019 13:00:00,476
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830946,841455,6/9/2019 13:00:00,477
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830945,841458,6/9/2019 13:00:00,478
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830945,841460,6/9/2019 13:00:00,479
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830945,841463,6/9/2019 13:00:00,480
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830945,841465,6/9/2019 13:00:00,481
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830945,841468,6/9/2019 13:00:00,482
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830938,841467,6/9/2019 13:00:00,483
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830938,841465,6/9/2019 13:00:00,484
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830938,841462,6/9/2019 13:00:00,485
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830938,841459,6/9/2019 13:00:00,486
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830939,841457,6/9/2019 13:00:00,487
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830939,841455,6/9/2019 13:00:00,488
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830939,841452,6/9/2019 13:00:00,489
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830939,841449,6/9/2019 13:00:00,490
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830939,841447,6/9/2019 13:00:00,491
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830928,841446,6/9/2019 13:00:00,492
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830928,841449,6/9/2019 13:00:00,493
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830928,841451,6/9/2019 13:00:00,494
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830928,841454,6/9/2019 13:00:00,495
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830928,841456,6/9/2019 13:00:00,496
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830927,841459,6/9/2019 13:00:00,497
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830927,841462,6/9/2019 13:00:00,498
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830927,841464,6/9/2019 13:00:00,499
PO WAN ROAD CARPARK 1,寶運路停車場 1,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830927,841466,6/9/2019 13:00:00,500
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Goods Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830674,841287,6/9/2019 13:00:00,501
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Goods Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830677,841283,6/9/2019 13:00:00,502
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Goods Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830679,841279,6/9/2019 13:00:00,503
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Goods Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830680,841275,6/9/2019 13:00:00,504
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Goods Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830683,841272,6/9/2019 13:00:00,505
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Goods Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830685,841268,6/9/2019 13:00:00,506
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Goods Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830687,841264,6/9/2019 13:00:00,507
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830695,841280,6/9/2019 13:00:00,508
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830697,841278,6/9/2019 13:00:00,509
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830698,841276,6/9/2019 13:00:00,510
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830699,841274,6/9/2019 13:00:00,511
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830700,841271,6/9/2019 13:00:00,512
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830701,841269,6/9/2019 13:00:00,513
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830703,841267,6/9/2019 13:00:00,514
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830704,841265,6/9/2019 13:00:00,515
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830705,841263,6/9/2019 13:00:00,516
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830707,841260,6/9/2019 13:00:00,517
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830708,841258,6/9/2019 13:00:00,518
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830709,841256,6/9/2019 13:00:00,519
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830710,841254,6/9/2019 13:00:00,520
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830712,841252,6/9/2019 13:00:00,521
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Coaches/Buses,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830693,841257,6/9/2019 13:00:00,522
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830709,841245,6/9/2019 13:00:00,523
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830707,841244,6/9/2019 13:00:00,524
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830705,841243,6/9/2019 13:00:00,525
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830702,841242,6/9/2019 13:00:00,526
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830700,841241,6/9/2019 13:00:00,527
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830698,841239,6/9/2019 13:00:00,528
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830696,841238,6/9/2019 13:00:00,529
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830694,841237,6/9/2019 13:00:00,530
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830692,841236,6/9/2019 13:00:00,531
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830684,841242,6/9/2019 13:00:00,532
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830682,841245,6/9/2019 13:00:00,533
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830681,841247,6/9/2019 13:00:00,534
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830678,841253,6/9/2019 13:00:00,536
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830677,841255,6/9/2019 13:00:00,537
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830675,841258,6/9/2019 13:00:00,538
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830674,841260,6/9/2019 13:00:00,539
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830672,841263,6/9/2019 13:00:00,540
PO WAN ROAD CARPARK 2,寶運路停車場 2,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830671,841265,6/9/2019 13:00:00,541
SAN PO STREET,新寶街,N,1,Coaches/Buses,,,9pm to 7am,下午九時至上午七時,,,830534,840917,6/9/2019 13:00:00,542
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830762,841048,6/9/2019 13:00:00,543
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830763,841046,6/9/2019 13:00:00,544
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830764,841043,6/9/2019 13:00:00,545
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830764,841041,6/9/2019 13:00:00,546
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830765,841039,6/9/2019 13:00:00,547
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830765,841037,6/9/2019 13:00:00,548
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830766,841034,6/9/2019 13:00:00,549
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830766,841032,6/9/2019 13:00:00,550
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830767,841025,6/9/2019 13:00:00,551
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830766,841023,6/9/2019 13:00:00,552
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830765,841021,6/9/2019 13:00:00,553
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830764,841018,6/9/2019 13:00:00,554
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830763,841016,6/9/2019 13:00:00,555
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830763,841014,6/9/2019 13:00:00,556
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830762,841012,6/9/2019 13:00:00,557
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830761,841009,6/9/2019 13:00:00,558
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830760,841007,6/9/2019 13:00:00,559
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830759,841004,6/9/2019 13:00:00,560
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830758,841002,6/9/2019 13:00:00,561
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830757,841000,6/9/2019 13:00:00,562
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830756,840998,6/9/2019 13:00:00,563
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830756,840995,6/9/2019 13:00:00,564
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,8am to 8pm daily except general holidays On general holidays 10am to 10pm,除公眾假期外每日收費由上午八時至下午八時 公眾假期收費則由上午十時至下午十時,,,830755,840993,6/9/2019 13:00:00,565
SHUN HING STREET,順興街,N,1,Any Vehicles,,,,,,,841012,845039,6/9/2019 13:00:00,566
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,,,,,830743,841042,6/9/2019 13:00:00,567
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,,,,,830744,841040,6/9/2019 13:00:00,568
SHEUNG SHUI TUNG HING ROAD,上水東慶路,M,1,Any Vehicles,,2 Hr,,,,,830744,841038,6/9/2019 13:00:00,569
